MAIN_ARTIST,EXPLICIT,ID,NAME,POPULARITY,DANCEABILITY,ENERGY,LOUDNESS,SPEECHINESS,ACOUSTICNESS,INSTRUMENTALNESS,LIVENESS,VALENCE,TEMPO,DURATION_MS,GENRES,LYRICS
Irish Women In Harmony,false,60toINmwSQZUomYR08Ru8M,Dreams,56,0.558,0.475,-8.623,0.0282,0.516,0.00000569,0.107,0.344,116.924,249010,"irish pop,musical advocacy","[Intro] Oh, my life Is changing every day In every possible way  And oh, my dreams It's never quite as it seems Never quite as it seems  [Verse 1] I know I've felt like this before But now I'm feeling it even more Because it came from you  Then I open up and see The person falling here is me A different way to be  [Bridge] Ah La ya La la ya La-ah-ah  [Chorus] I want more Impossible to ignore Impossible to ignore  They'll come true Impossible not to do Impossible not to do  [Verse 2] And now I tell you openly You have my heart so don't hurt me You're what I couldn't find  A totally amazing mind So understanding and so kind You're everything to me  [Chorus] Oh, my life Is changing everyday In every possible way  And oh, my dreams It's never quite as it seems 'Cause you're a dream to me, dream to me  [Outro] Ah, la-a-la-ah, la la la La-a-la-ah, la-ah ah ah Ah, la-a-la-ah, la la la La-a-la-ah, la-ah ah ah"
Daulton Hopkins,false,11Ftd4jfRnTeAcDYZgxnGx,I Melt With You,21,0.663,0.26,-11.577,0.0312,0.84,0.000346,0.111,0.32,118.061,217344,,"[Chorus] I've been foolish Told my friend's That I don't want to do this But me I just turn this to a full thing Now I see em changing Like a mood ring Yeah (Like a mood) I've been foolish Told my friend's That I don't want to do this But me I just turn this to a full thing Now I see em changing Like a mood ring  [Verse 1] I met a beauty she's keeping me steady Think she's my destiny, calling her Kelly She like my hand on her throat Got me doing the most Man I love how she rub on my belly Her peanut butter's the dope Like she's got burners and stove Bouncing her cat on my throat Then she handed mе a coat Cause it's been raining indoors When I got her on hеr fours, puddle the flours I had her scream to the Lord Neighbors be banging the doors They finna call the five-o I had to pull out of course Walk in the clouds with the force Keeping it two like divorce Squash all my beef like a wors Man that line was so whack How did I get so off-course  [Verse 2] I'll be ya Pappa You're fly like Rasta's puffing on ganja Ka go rata my cookie monster My Coco butter Cava, Netflix and lamza Without the sun up Sauna, under the covers The heat done gone up Came back with the rap spit For the new kings Dropping whack things With a full clip Shooting nonsense With some Ad-libs For a bad thing Drop down all her assets For the ratchets ka mô Hatfield Field shots for die quick quick Raw dog make you sick sick  [Chorus] I've been foolish Told my friend's That I don't want to do this But me I just turn this To a full thing Now I see em changing Like a mood ring Yeah (Like a mood) I've been foolish Told my friend's That I don't want to do this But me I just turn this To a full thing Now I see em changing Like a mood ring  [Verse 3] If they come to this I know that they will cancel you M's on my mind weighing heavy like Marjin Boo Dance with devil I'm hoping I make it through Felling like Micheal Jackson Wanna rock with you Said I'm an animal My type of skin ain't compatible Your type of face is so slap-able What is you saying I kill the track like I'm Hannibal I should expose you like Hannibal I want to get an estate Name on a shoe and the lace I gotta pray like I'm Ma$e Till y'all be red in the face Like I've been spraying some mace That's just the start of the case I gotta move at a pace Now that I've had me a taste Don't want to lose it I've been sipping on the music Feeling wavey like a cruise ship (Judas!)  [Chorus] I've been foolish Told my friend's That I don't want to do this But me I just turn this To a full thing Now I see em changing Like a mood ring Yeah (Like a mood) I've been foolish Told my friend's That I don't want to do this But me I just turn this To a full thing Now I see em changing Like a mood ring"
John Mayer,false,7cpCU3Denug5NGZsSpQl8v,XO,73,0.431,0.377,-9.753,0.0288,0.749,0,0.211,0.353,173.67,213627,"neo mellow,pop,pop rock,singer-songwriter","[Verse 1] Your love is bright as ever Even in the shadows Baby, kiss me Before they turn the lights out Your heart is glowing And I'm crashing into you Baby, kiss me, kiss me Before they turn the lights out Before they turn the lights out Oh, baby, love me lights out  [Chorus] In the darkest night, I'll I'll search through the crowd Your face is all that I see I'm giving you everything Baby, love me lights out Baby, love me lights out  [Verse 2] Oh, we don't have forever Baby, daylight's wasting You better kiss me Before our time has run out, oh Nobody sees what we see They're just hopelessly gazing Oh, baby, take me, take me Before they turn the lights out Before time has run out Oh, baby, love me lights out  [Chorus] In the darkest night, I'll I'll search through the crowd Your face is all that I see I'm giving you everything Baby, love me lights out Baby, love me lights out Oh, you can turn my lights out  [Bridge] I love you like XO You love me like XO You kill me girl XO You love me like XO Is all that I see Giving you everything Baby, love me lights out Baby, love me lights out You can turn my lights out  [Chorus] Oh, in the darkest night, I'll I'll search through the crowd Your face is all that I see I'm giving you everything Baby, love me lights out Baby, love me lights out Oh, you can turn my lights out"
Rosie Carney,false,2ILZnAkZ993wHUjd1Haroi,Black Star,51,0.537,0.267,-14.06,0.031,0.695,0.00143,0.0983,0.219,135.966,219413,"indie folk,irish singer-songwriter,new americana","[Verse 1] I get home from work And you're still standing in your dressing gown Well, what am I to do? I know all the things around your head And what they do to you  [Pre-Chorus 1] What are we coming to? What are we gonna do?  [Chorus] Blame it on the black star Blame it on the falling sky Blame it on the satellite That beams me home  [Verse 2] The troubled words of a troubled mind I try to understand what is eating you I try to stay awake, but it's fifty hours Since that I last slept with you  [Pre-Chorus 2] What are we coming to? I just don't know anymore  [Chorus] Blame it on the black star Blame it on the falling sky Blame it on the satellite That beams me home  [Verse 3] I get on the train and I just stand about Now that I don't think of you I keep falling over, I keep passing out When I see a face like you  [Pre-Chorus 3] What am I coming to? I'm gonna melt down  [Chorus] Blame it on the black star Blame it on the falling sky Blame it on the satellite That beams me home"
Run River North,false,4hh1aGOyYlqVEeHWTghR6v,Mr. Brightside,0,0.393,0.178,-12.016,0.0318,0.859,0.00453,0.117,0.178,123.141,272000,"indie poptimism,indiecoustica,modern alternative rock,stomp and holler",[Verse 1] Comin' out of my cage Doin' just fine Gotta gotta be down Want it all It started out with a kiss Did it end up like this? Only a kiss It was only a kiss Now I'm falling asleep She's calling a cab While he's havin' a smoke She's takin' a drag And they're goin' to bed My stomach is sick It's all in my head  [Pre-Chorus] She's touching his chest now He takes off her dress now Let me go I just can't look It's killing me And it's taking control  [Chorus] Jealousy Turning saints into the sea Swimming through sick lullabies Choking on your alibis But it's just the price I pay Destiny is calling me Open up my eager eyes I'm Mr. Brightside tonight  [Bridge] I never I never I never I never (Oh I never)  [Chorus] Jealousy Turning saints into the sea Swimming through sick lullabies (Oh I never) Choking on your alibis But it's just the price I pay (Oh I never) Destiny is calling me Open up my eager eyes (Oh I never) I'm Mr. Brightside tonight ('Cause I never)  [Verse 2] Comin' out of my cage I am doin' just fine Gotta gotta be down I want it all It started out with a kiss How did it end up like this? It was only a kiss  [Outro] I never I never I never
Madison Cunningham,false,2kgnKo9QCHpohSPxkDStLy,In My Life,54,0.609,0.143,-12.388,0.0282,0.893,0,0.156,0.189,87.153,176320,"indie folk,new americana,pop folk","There are places I'll remember All my life, though some have changed Some forever, not for better Some have gone and some remain  All these places had their moments With lovers and friends, I still can recall Some are dead and some are living In my life, I've loved them all  But of all these friends and lovers Thеre is no one compares with you And thеse memories lose their meaning When I think of love as something new  Though I know I'll never lose affection For people and things that went before I know I'll often stop and think about them In my life, I love you more  [Instrumental Break]  I know I'll never lose affection For people and things that went before I know I'll often stop and think about them In my life, I love you more In my life, I love you more In my life, I love you more"
DJ Tunez,false,5EVEYkrTzqm3Q4ZVXXL02n,Cool Me Down (feat. Wizkid),57,0.783,0.809,-5.689,0.0668,0.0813,0.00358,0.109,0.904,101.043,208758,"afro dancehall,afropop,nigerian pop",Intro Do me oh E get the way wey you dey do me E dey do me pass e gbana This gbedu make me feeling so so great I believe in Magic The thing e do me na the matter o I dey feel like make i maintain o Say for the gbedu i be father oo  Chorus Omo sho ma Cool me cool me down Woo wo Cool me cool me down down down Yeah Yeah Cool me cool me down Woo wo Cool me cool me down Yeah yeah  Pre-Chorus O shey Ibadi Omo lo shey Ibadi (Woo wo) O shey Ibadi Omo baby mi shey Ibadi (Oh Woo wo woo) O shey Ibadi Oun Kilo fi shey Ibadi? Oh shey Ibadi Omo baby mi omo mi  Chorus Omo sho ma Cool me cool me down Woo wo Cool me cool me down down down Yeah Yeah Cool me cool me down Woo wo Cool me cool me down Yeah yeah  Verse This one dey like Sunday oh Omo roborobo ske-ske for me o Omo Tope dey for me Plant the kiss over my heart I know you love me uh She dey do me like Sunday o Omo roborobo ske-ske for me uh Give me kiss my baby love me Promise me say you go love me  Pre-Chorus O shey Ibadi Omo lo shey Ibadi (Woo wo) O shey Ibadi Omo baby mi shey Ibadi (Oh Woo wo woo) O shey Ibadi Oun Kilo fi shey Ibadi? Oh shey Ibadi Omo baby mi omo mi  Chorus Omo sho ma Cool me cool me down Woo wo Cool me cool me down down down Yeah Yeah Cool me cool me down Woo wo Cool me cool me Lyrics source
Odunsi (The Engine),false,5Wt7ngK753xBhSjb9lRfSR,Tipsy (feat. RAYE),56,0.746,0.671,-4.984,0.055,0.239,0.00000432,0.327,0.677,90.014,208893,"afropop,alte,alternative r&b,indie r&b,nigerian pop","[Verse 1: Odunsi] Sippin' on something light got your content right Baby, let me see you wine your waist one time She badder than bad Hit her with a line Said she wan' seal up the kiss If I catch you, make I craze God show us the way God, not another day, ah Said she wanna smoke up again Too many things I wanna say, ah nah But your girlfriend tipsy And your girlfriend freaky, yah, yay But she tryin' to impress me? She better not text me, unless it gets messy But, baby, you thirsty So why don't you have a drink?  [Chorus: Odunsi] Tipsy I'm the only one that you want when you caught vibrations You better get ready, better get ready Tipsy I'm the only one that you want when you caught vibrations You better get ready, better get ready  [Verse 2: RAYE] Baby, I've been sippin', now I'm tipsy again Babe, I know you love, you like me moving risky again Baby, if you got a girl, you shouldn't kiss me again You won't let me go 'cause you gon' miss me with him I know Come and dance up on me Everything feels so much better when I'm wavy, baby Uh, what's your selection? Choose one for me Yeah, I'm picky with my men Not with the liquor, you see now  [Pre-Chorus: RAYE] You better get ready for me Like tonight, you're coming with me, right I cannot help it, baby You're the only one I call when I'm drinking Should be flattered by it You better get ready for me Like tonight, you're coming with me now I cannot help it, baby You're the only one I want Till the morning then we do it all again, nah  [Chorus: Odunsi] Tipsy I'm the only one that you want when you caught vibrations You better get ready, better get ready Tipsy I'm the only one that you want when you caught vibrations You better get ready, better get ready  [Bridge: Odunsi & RAYE] Now when that liquor go down, I'll be needing you now So drop everything and pull up on your girl 'Cause you know I'm your favourite You love me more when I'm wasted You know I love it when you Drop down, get loose tonight You got me tripping out the booze tonight And you been giving me all the signs I'm ready for ya (Better get ready) 4:42, that's a vibe for me and you, yeah You're badder than the rest and you know that I got the moves, Scorpio women know 'bout that Nothing to lose, baby, we could start a fire Talk to me sweet, maybe you could be my boyfriend You're the only one that I choose so I'm down for it But when I sober up we can leave that in the past tense Oh nah, oh nah  [Chorus: Odunsi & RAYE] Tipsy I'm the only one that you want when you caught vibrations You better get ready, better get ready (boy get ready) Tipsy I'm the only one that you want when you caught vibrations You better get ready, better get ready"
Peruzzi,true,5fNuSX2WFLQgJ4X5b5qexN,Southy Love,57,0.847,0.881,-4.97,0.0667,0.195,0.0119,0.0492,0.453,113.018,210000,"afropop,dancehall,nigerian pop","[Intro] Mase bayii, mase bayii (Yeah, yeah) Woo Eh-oh-ooh-ah-ooh-ah Oh, no  [Verse 1] Girl, I want see you tonight (Girl, I want see you) I go catch flight to come see you tonight Eh-ooh, girl, I want see you tonight I go catch flight to come see you tonight 'Cause this distance is killing me for sure So give me ponmo Give me meat on top I want this, your love, oh Let's say for instance I'll do anything for love, anything at all You feeling this or not? Make I know wassup, ooh  [Pre-Chorus] I go take flight and I will fly to you As you dey waste time I fit dey run to you, oh I go take flight (I go take), and I go fly to you (To you) As you dey waste time (You dey waste) I fit dey run to you, oh  [Chorus] Southy love (Yeah, yeah, yeah, yeah) Oh, girl, you got me wanting more I can't get enough of your southy lovе (Woo) Oh, girl, you got me wanting more (Okima) Mase bayii, masе bayii (Okima)  [Post-Chorus] Egebu (Okima) Killy person (Okima) Egebu (Okima) (Okima, okima)  [Verse 2] I don't wanna lose you You get style Me I don shigbamgba I don no, no So no time And if you say you no do I go wan die Me I don kpalanga I don no, no Omo na red eye  [Pre-Chorus] I go take flight and I will fly to you As you dey waste time I fit dey run to you, oh I go take flight (Ooh, yeah), and I go fly to you (I'll fly) As you dey waste time I fit dey run to you, oh  [Chorus] Southy love (Yeah, yeah, yeah, yeah) Oh, girl, you got me wanting more I can't get enough of your southy love (Woo; southy, southy) Oh, girl, you got me wanting more (Okima) Mase bayii, mase bayii (Okima)  [Post-Chorus] Egebu (Okima) Killy person (Okima) Egebu (Okima) Mase bayii, mase bayii (Okima, okima, okima) Egebu (Okima) Killy person (Okima, okima) Egebu (Okima)  [Chorus] Southy love (Yeah, yeah, yeah, yeah) Oh, girl, you got me wanting more I can't get enough of your southy love (Woo; southy, southy) Oh, girl, you got me wanting more Mase bayii, mase bayii"
JAE5,false,2Jy4EdqIZswDZvVDh5dx3A,Dimension (feat. Skepta & Rema),64,0.561,0.722,-6.437,0.068,0.173,0.0000486,0.175,0.173,103.099,234027,,"[Intro] JAE5  [Chorus: Rema] When the beat drops all the girls wanna sing along Me ah go dey give them di vibe 'til the kingdom come The place where I come from be another dimension Nobody been look my face when I dey on my own Ooh-ooh, ooh-ooh I been on the road for a long time Tryna get the bread so my family go survive Ooh-ooh, ooh-ooh Some of my bruddas dey, wey deh serve time They wanna be free, they all wanna see the sunlight  [Verse 1: Skepta & Rema] Man it's gettin' ugly, still I look for the beauty Girls sellin' the coochie for the Gucci All I see is good girls tryna show love Same time all these groupies actin' bougie I came in the game like, ""Yo, excuse me"" Shout out my OG's and shout out my juvies Get robbed for your carti, with the little Uzi Bruddas shootin' clips like an action movie (On God) And I know it seems stupid (Yeah, yeah, yeah) But bruddas ain't seen no love, they need cupid Even though we're winnin', we still sinnin' And this ain't gonna change overnight, it's deep-rooted (Oh, ooh-ooh, ooh-ooh) Flashbacks of dead bodies and gunshots Last time I see my brudda's face was a mugshot PTSD will leave permanent scars Can't lie, man, I ain't the same brudda that I once was (Oh, ooh-woah)  [Chorus: Rema] When the beat drops all the girls wanna sing along Me ah go dey give them di vibe 'til the kingdom come The place where I come from be another dimension Nobody been look my face when I dey on my own Ooh-ooh, ooh-ooh I been on the road for a long time Tryna get the bread so my family go survive Ooh-ooh, ooh-ooh Some of my bruddas dey, wey dey serve time They wanna be free, they all wanna see the sunlight  [Verse 2: Skepta & Rema] I was taught to listen to my elders I can hear the yutes cry, I'm feelin' so helpless Open up my third eye, I'm feelin' so selfless It's the same old story, different occasion Nigerian, Ghanaian, Jamaican Ugandan, Congolese and the Bajan You can be a star or you can end up a patient Gotta mind how you step, blood on the pavement Bad man, don't threaten me You no fit kill, who done die before Oh, Father forgive me, my sins I reminisce all the things I've done Oh, please put me under your wings I sit and pray, make my mandem live long 'Cause many wan' quench the fire Jah love gon' take us higher  [Chorus: Rema] When the beat drops all the girls wanna sing along Me ah go dey give them di vibe 'til the kingdom come (Ooh-ooh) The place where I come from be another dimension Nobody be look my face when I dey on my own Ooh-ooh, ooh-ooh I been on the road for a long time Tryna get the bread so my family go survive Ooh-ooh, ooh-ooh Some of my bruddas dey, wey dey serve time They wanna be free, they all wanna see the sunlight  [Post-Chorus: Rema] Ooh-ooh, ooh-ooh I been on the road for a long time Tryna get the bread so my family go survive Ooh-ooh, ooh-ooh Some of my brothers dey, wey dey serve time They wanna be free, they all wanna see the sunlight  [Outro: Rema] Anytime I enter, call 911 Me I get the flow wey dey cause fire Why they act so mean 'cause I'm rich and young Watch me unchained while I watch you burn No man can take my place Forever and ever my music shall live, na, ah-ha That's what I got to say to y'all Yeah-yeah, yeah-yeah"
